document_count,occurrence_count,files,chars,text
2,2,"7.txt,9.txt",244,"Hiện tại chưa có đủ nghiên cứu về việc sử dụng ********** trên phụ nữ mang thai. Mặc dù chưa khẳng định được thuốc có qua nhau thai hay không nhưng hấp thu của ********** qua ruột bị hạn chế, do đó làm giảm khả năng phơi nhiễm đối với thai nhi."
2,2,"55.txt,93.txt",227,- Khi ở trong tâm trạng lo âu căng thẳng thì huyết áp tăng lên đáng kể và sẽ trở lại bình thường sau khi thoải mái thư giãn. Vì thế khi đi khám bệnh huyết áp thường hơi cao hơn khi đo ở nhà do đó nên nghỉ vài phút trước khi đo.
2,2,"16.txt,20.txt",208,"Bệnh dại do Lyssavirus, thuộc họ Lyssaviridae gây ra. Sau khi xâm nhập vào cơ thể người và động vật có vú, virus di chuyển theo hệ thần kinh vào tủy sống và não, phá hủy các trung khu thần kinh trong đại não,"
2,2,"16.txt,20.txt",199,việc lây bệnh qua không khí này đã được ghi nhận tại 4 báo cáo về ca mắc bệnh dại ở người và liên quan tới công việc thí nghiệm với động vật. Tuy nhiên các ca mắc dạng này chưa ghi nhận tại Việt Nam.
2,2,"6.txt,11.txt",195,"Trong thời gian sau đó, bệnh nhân tương đối ổn định nhưng vẫn còn đau đầu vùng thái dương phải và đỉnh đầu, kèm cảm giác tê bì nửa mặt phải, đặc biệt vùng trán phải và da đầu phải từ sau lần ngã."
2,2,"75.txt,84.txt",190,"• Giữ vùng bẹn khô thoáng: nên lau khô vùng bẹn sau khi tắm hoặc tập thể dục để giữ cho vùng này được khô thoáng. Nếu cơ thể tiết quá nhiều mồ hôi, có thể sử dụng bột để giảm độ ẩm vùng bẹn."
2,2,"80.txt,95.txt",189,"Với những mô tả của bạn thì ông bạn đã bị bệnhgout, dạo gần đây không điều trị thường xuyên, và hình thành những hạt nhỏ ở vùng khớp như hình ảnh, đây là hạt tophi trong bệnh gout mạn tính."
2,2,"16.txt,20.txt",188,"Cho em hỏi em có bị thương nhẹ ở tay nhưng bị chảy máu,sau đó khoảng 10 phút em có chơi với 1 con chó con nhà em (chó chưa tiêm dại) tuổi có có dính nước dãi của chó con vào tay."
2,2,"69.txt,71.txt",188,Chẩn đoán: Phẫu thuật cắt cụt chân trái bên trên gối và cắt cụt chân phải bên dưới gối / biến chứng thuyên tắc phổi hai bên - nhiễm trùng chi dưới bên phải do Enterococcus kháng vancomycin
2,2,"6.txt,11.txt",188,"Ngày vào viện, buổi sáng bệnh nhân thức dậy tỉnh táo, sinh hoạt bình thường, ăn sáng, đọc báo và sử dụng máy tính. Đến cuối buổi sáng, khi đang đi trong nhà, bệnh nhân nói muốn đi vệ sinh."
2,2,"56.txt,68.txt",185,- Đo sức bền cơ tim bằng đồng vị phóng xạ kết quả có dị tật cố định vùng trước vách và vách dưới với giảm chức năng tâm thu thất trái nghiêm trọng kèm theo rối loạn chức năng thất trái.
2,2,"7.txt,9.txt",178,Nhôm hydroxid và magie hydroxid có thể sử dụng được cho phụ nữ mang thai để điều trị triệu chứng ợ nóng hoặc trào ngược dạ dày thực quản và cần sử dụng trong mức liều khuyến cáo.
2,2,"75.txt,84.txt",176,"• Không dùng chung đồ dùng cá nhân: không nên cho người khác mượn áo quần, khăn tắm và các đồ dùng cá nhân khác của mình, cũng như tránh đi mượn đồ dùng cá nhân của người khác."
2,2,"16.txt,20.txt",172,"Bệnh dại chỉ không chỉ lây qua vết cắn của động vật. Đường lây bệnh dại phổ biến nhất là do bị động vật dại cắn. Bệnh dại còn có thể lây truyền từ nước bọt của chó, mèo dại"
2,2,"46.txt,97.txt",169,"Bệnh nhân kể cảm thấy khó chịu mệt mỏi nhiều, ăn không ngon miệng, ngứa da toàn thân nhiều, và mất trí nhớ chi tiết, khó thở khi gắng sức. Tuần qua có buồn nôn, và nôn ."
2,2,"49.txt,65.txt",169,Em bị bệnh rụng tóc từng mảng. Mong bác cho cách điều trị được không ạ? Em bị 05 năm rùi điều trị nhiều thuốc và bệnh viện rùi mà đến nay vẫn không hết. Cảm ơn Bác sỹ ạ!
2,2,"39.txt,47.txt",163,"- Bệnh nhân nhập viện, quá trình điều trị biến chứng bởi Viêm phổi bệnh viện và rung nhĩ và nhịp nhanh trên thất, sau đó xuất viện về trung tâm phục hồi chức năng."
2,2,"75.txt,84.txt",161,• Mặc đồ sạch: bạn nên thay quần lót ít nhất một lần mỗi ngày và có thể thay nhiều hơn nếu cơ thể tiết quá nhiều mồ hôi. Nên giặt đồ thể thao sau khi đã sử dụng.
2,2,"75.txt,84.txt",159,"• Lựa chọn đồ lót vừa mặc: không nên chọn đồ lót quá chật, vì ma sát sẽ làm da vùng bẹn tổn thương, từ đó tạo điều kiện thuận lợi cho sự phát triển của vi nấm."
2,2,"73.txt,74.txt",157,"- Triệu chứng liên quan: chủ quan sốt và run rẩy, mất cảm giác ngon miệng/chán ăn, suy nhược, toàn trạng suy kiệt thiểu niệu, chảy dịch từ lỗ dò tăng đáng kể"
2,2,"16.txt,20.txt",156,Hôm qua em vô tình đọc được thông tin là nếu dính nước dãi chó vẫn có nguy cơ lây bệnh dại. Vậy bác sỹ cho em hỏi trong trường hợp của em có bị sao không ạ?
2,2,"75.txt,84.txt",156,Lời khuyên: bạn nên trực tiếp đến khám và gặp bác sĩ da liễu khi có các vấn đề về da để được tư vấn và điều trị triệt để cũng như tránh “tiền mất tật mang”.
2,2,"39.txt,47.txt",154,"Tiền sử phẫu thuật / thủ thuật: Dựa trên tiền sử phẫu thuật mới được bổ sung: ""Phẫu thuật mở cắt nối trực tràng/đại tràng sigma vì ung thư tuyến đại tràng"
2,2,"49.txt,65.txt",149,"Đối với rụng tóc toàn bộ hoặc rụng tóc toàn thể khó điều trị có thể sử dụng 2,5g ********************e có bao phim che phủ 6 ngày/tuần trong 6 tháng."
2,2,"12.txt,15.txt",147,"- Tuy nhiên tổn thương tiếp tục tiến triển, xuất hiện nhiều bọng nước, lan rộng sang mông phải, đau nhiều, một số vị trí rỉ dịch vàng đục giống mủ."
2,2,"6.txt,11.txt",145,"Bệnh nhân lúc mở mắt, lúc nhắm mắt, nhiều lần ngửa đầu ra sau và không đáp ứng được các câu hỏi của người nhà.Sau đó bệnh nhân được dìu nằm nghỉ."
2,2,"31.txt,82.txt",142,"Thủ thuật được thực hiện :Nội soi mật tụy ngược dòng (ERCP). Trong quá trình ERCP, lấy thành công 02 viên sỏi tại đoạn cuối ống mật chủ (CBD)."
2,2,"39.txt,61.txt",139,"- Hôm nay, bệnh nhân đến khoa Cấp cứu khám vì tình trạng mệt mỏi kéo dài trong vài ngày, kèm theo khó khăn khi ra khỏi giường vào sáng nay."
2,2,"12.txt,15.txt",132,"- Bệnh nhân nhập viện vì tổn thương vùng âm hộ phải lan rộng sang mông phải, diễn biến tăng dần trong khoảng 5 ngày trước nhập viện."
2,2,"12.txt,15.txt",129,- Cảm thấy rằng cô ấy đã có cải thiện do những loại thuốc này và không muốn ngừng chúng cho đến khi được bác sĩ Truyền nhiễm khám
2,2,"21.txt,31.txt",127,"- Vị trí: đau bụng hạ sườn phải, đau lưng (khu trú vùng cạnh cột sống bên trái đoạn giữa lưng, đôi khi lan ra phía trước bụng.)"
2,2,"15.txt,37.txt",127,"- Được bác sĩ chăm sóc chính thay thế khám vào ngày, được tăng liều bactrim và doxycycline để điều trị chẩn đoán Viêm mô tế bào"
2,2,"12.txt,15.txt",125,Các phát hiện chẩn đoán khác: Lo ngại về Nhiễm virus Herpes simplex (HSV) hoặc Bệnh thủy đậu/Zona (do Varicella Zoster Virus)
2,2,"16.txt,20.txt",118,"- Thế giới ghi nhận việc lây bệnh qua không khí có thể xảy ra khi ở trong hang dơi hay tiếp xúc với chất thải của dơi,"
2,2,"58.txt,66.txt",116,"Kết quả chẩn đoán hình ảnh: chụp x-quang ngực: Tăng gánh nhẹ tuần hoàn phổi, tràn dịch màng phổi hai bên nhẹ, tim to"
2,2,"49.txt,65.txt",115,PUVA toàn thân và tại chỗ đều được sử dụng. Cần 20-40 lần điều trị nhiều bệnh nhân tái phát sau khi ngừng điều trị.
2,2,"6.txt,11.txt",114,"Bệnh nhân tiếp tục được theo dõi, các lần chụp CT kiểm tra không ghi nhận diễn tiến xấu nên được xuất viện về nhà."
2,2,"17.txt,67.txt",112,"- Ung thư biểu mô tế bào vảy xâm nhập của dương vậtbiệt hóa kém, sau cắt bao quy đầu với bờ diện cắt dương tính."
2,2,"6.txt,11.txt",110,"Các lần chụp CT theo dõi sau đó ổn định và bệnh nhân được xuất viện, hẹn tái khám chuyên khoa Ngoại thần kinh."
2,2,"6.txt,11.txt",110,"Khi nhân viên cấp cứu đến nơi, bệnh nhân bắt đầu tỉnh táo trở lại và hồi phục hoàn toàn về trạng thái ban đầu."
2,2,"42.txt,62.txt",109,"- Vợ có các triệu chứng tương tự 3 tuần trước, được chẩn đoán là giãn phế quản, phản ứng tốt với azithromycin"
2,2,"39.txt,47.txt",108,Kết quả chẩn đoán hình ảnh: chụp x-quang ngực có xẹp phổi thùy dưới phải do chèn ép kèm tràn dịch màng phổi.
2,2,"51.txt,70.txt",107,"- Triệu chứng liên quan: khó nằm vào ban đêm để ngủ vì khó thở, ho có đờm trắng, chủ quan sốt, phù chi dưới"
2,2,"49.txt,65.txt",106,"Thời gian điều trị ít nhất là ba tháng trước khi tóc mọc lại, duy trì điều trị thường xuyên nếu cần thiết."
2,2,"6.txt,11.txt",106,"Trong cơn, bệnh nhân kích thích nhẹ, liên tục cố gắng đứng dậy và tỏ ra không hiểu tình trạng đang xảy ra."
2,2,"6.txt,11.txt",105,"Người nhà nhận thấy bệnh nhân có biểu hiện bất thường, mất định hướng, đi lại không vững và gần như ngất."
2,2,"39.txt,47.txt",104,- Bệnh nhân tái khám tại phòng khám vào ngày hẹn để cắt bỏ các mũi kẹp còn lại và thay thế vật liệu độn.
2,2,"16.txt,20.txt",103,"hoặc động vật khác mắc bệnh dại do cào hoặc liếm vào vết thương, những vùng da bị trầy xước của cơ thể."
2,2,"49.txt,65.txt",101,Bạn nên đến gặp các bác sĩ da liễu để đươc tư vấn trực tiếp và lựa chọn phương pháp điều trị phù hợp.
2,2,"39.txt,47.txt",101,"Kết quả xét nghiệm: huyết khối 26.3, giảm so với hôm qua, nhưng ổn định ở mức 28 hậu phẫu tuần trước."
2,2,"85.txt,96.txt",99,"- Tránh để bụi bẩn bám vào môi cũng như mọi va chạm, cọ xát mạnh lên khu vực da còn thương tổn này."
2,2,"13.txt,16.txt",99,"Bệnh dại gây ra bởi virus, và là bệnh lây truyền. Do vậy, việc phòng bệnh dại là vô cùng cần thiết."
2,2,"73.txt,74.txt",99,Tiền sử phẫu thuật / thủ thuật: đã phẫu thuật tạo hậu môn nhân tạo kiểu túi nối hồi tràng - hậu môn
2,2,"18.txt,26.txt",98,"- Hôm nay, bệnh nhân có sốt nhẹ đến 38.3°C kèm theo đau hạ sườn phải tái phát, ngày càng nặng hơn."
2,2,"45.txt,50.txt",98,- Nhập viện khoa Thần kinh từ [Date] với thông não so với chụp cắt lớp vi tính (ct) đầu từ [Date].
2,2,"73.txt,74.txt",97,- tăng đáng kể lượng dịch từ ống thông hồi tràng từ 350 ml lên 1200 mltrong cùng khoảng thời gian
2,2,"72.txt,98.txt",94,"- suboxone (bắt đầu 3 tuần trước), không dùng đều 5-6 ngày, dừng thuốc trước nhập viện 01 ngày"
2,2,"23.txt,27.txt",94,"- Được bác sĩ nhãn khoa giới thiệu đến Khoa Cấp cứu vì phù gai thị, bên trái nặng hơn bên phải"
2,2,"23.txt,27.txt",94,"Dấu hiệu lâm sàng: Phù gai thị, bên trái nặng hơn bên phải (theo báo cáo của bác sĩ nhãn khoa)"
2,2,"21.txt,31.txt",93,"Bệnh nhân được nội soi thực quản - dạ dày - tá tràng ngoại trú, kết quả ghi nhận viêm dạ dày."
2,2,"31.txt,82.txt",92,- chụp cộng hưởng từ mật tụy tụi mật được thực hiện cho thấy sỏi ống dẫn mật chung đoạn cuối
2,2,"42.txt,62.txt",92,Kết quả chẩn đoán hình ảnh: chụp x-quang ngực được cho là viêm phổi thùy dưới phải (RLL PNA)
2,2,"12.txt,15.txt",91,- Bệnh nhân kiên quyết muốn tiếp tục sử dụng doxycyclinebactrim cho khả năng Viêm mô tế bào
2,2,"45.txt,50.txt",89,- Được bác sĩ nhãn khoa khám trong quá trình nhập viện đó và không phát hiện phù gai thị.
2,2,"6.txt,11.txt",89,Chụp kiểm tra ghi nhận tụ máu ngoài màng cứng phải cấp tính trên nền tổn thương mạn tính.
2,2,"15.txt,37.txt",87,"- dịch tiết có vẻ như mủ từ một số tổn thương vào ngày, nhưng tình trạng này đã tự khỏi"
2,2,"53.txt,57.txt",85,- Bệnh nhân không kiểm tra đường huyết thường xuyên tại nhà do hết que thử đường máu.
2,2,"21.txt,31.txt",84,"- Các triệu chứng liên quan: chướng bụng, buồn nôn thoáng qua, nôn, đau lưng kéo dài"
2,2,"7.txt,9.txt",83,Thông tin về độ an toàn khi sử dụng các loại thuốc trên ở phụ nữ mang thai như sau:
2,2,"42.txt,62.txt",82,"- Bác sĩ PCP ghi nhận spo2 là 90-92% spo2 khi thở khí trời, 93% khi không dùng oxy"
2,2,"31.txt,82.txt",81,Chẩn đoán hình ảnh và thăm dò:Nội soi thực quản - dạ dày - tá tràng: viêm dạ dày.
2,2,"12.txt,15.txt",81,Lý do nhập viện: Tình trạng tổn thương vùng âm hộ và mông bên phải ngày càng nặng
2,2,"57.txt,58.txt",80,- Các xét nghiệm xét nghiệm được kiểm tra bởi PCP: kali là 6.3 mẫu không tan máu
2,2,"73.txt,74.txt",80,"- ăn uống kém do buồn nôn, được cho là do tác dụng phụ của thuốc giảm đau opioid"
2,2,"6.txt,11.txt",80,Có ghi nhận giai đoạn mất định hướng và đi lại không vững theo lời kể người nhà.
2,2,"85.txt,96.txt",79,- Cách ly môi khỏi ánh sáng mặt trời bằng khẩu trang và các phương pháp bảo hộ.
2,2,"55.txt,93.txt",79,"-Nói chuyện khi đo, huyết áp cũng lên cao. Vì thế nên giữ im lặng trong khi đo."
2,2,"73.txt,74.txt",78,- ngừng thuốc giảm đau opioid vào hôm qua mà không có thay đổi các triệu chứng
2,2,"51.txt,70.txt",77,- EMS phát hiện bệnh nhân thiếu oxy với độ bão hòa oxy là 86 khi thở khí trời
2,2,"73.txt,74.txt",76,"- đau bụng/khó chịu vùng bụng tăng dần, đặc biệt ở vùng hạ vị bên trái (LLQ)"
2,2,"7.txt,9.txt",76,Hỏi : Kính chào bác sĩ! Em 37 tuổi và hiện đang mang thai lần 2 được 20 tuần
2,2,"6.txt,11.txt",76,"Trong cơn có biểu hiện kích thích nhẹ, ngửa đầu ra sau và nhắm mắt từng lúc."
2,2,"20.txt,70.txt",75,- Các yếu tố có thể ảnh hưởng đến sự phát triển lây nhiễm bệnh dại bao gồm:
2,2,"43.txt,63.txt",75,Bệnh nhân nhìn/nghe thấy có nhiều người (đôi khi tổng cộng khoảng 8 người).
2,2,"13.txt,41.txt",75,Lý do nhập viện: đau ngực trái cấp tính và đau sau xương ức lan ra sau lưng
2,2,"75.txt,84.txt",75,"Ngoài ra để giảm thiểu nguy cơ bị lây nhiễm, hoặc tái phát nấm bẹn bạn nên:"
2,2,"51.txt,70.txt",74,"- căng cứng vai trái (ngắt quãng, xảy ra vài lần mỗi ngày, kéo dài 5 phút)"
2,2,"53.txt,57.txt",74,"Insulin glargine: theo đơn 100 đơn vị x 2 lần/ngày, hiện đã ngừng sử dụng."
2,2,"43.txt,63.txt",74,Tình trạng ngay trước khi nhập viện: ảo giác khoảng mỗi đêm lúc 2 giờ sáng
2,2,"57.txt,58.txt",73,"- Các loại thuốc (isosorbide, crestor, carvedilol) đã hết khi đi khám PCP"
2,2,"69.txt,71.txt",73,"Không xác nhận đã bị trầm cảm trước đó, và không xác nhận có ý định tự tử"
2,2,"53.txt,57.txt",73,Lý do nhập viện: xét nghiệm bất thường - tăng kali máu và Creatinine tăng
2,2,"57.txt,58.txt",72,- Được gọi điện bởi bác sĩ nội trú trực và được yêu cầu đến khoa Cấp cứu
2,2,"56.txt,68.txt",71,- Chụp động mạch vành cho thấy bệnh ba thân động mạch vành nghiêm trọng
2,2,"25.txt,78.txt",71,- tái khám với triệu chứng xuất hiện ban đỏ lan rộng kèm theo chóng mặt
2,2,"55.txt,93.txt",71,Chào bạn! Huyết áp có thể tạm thời thay đổi trong một số hoàn cảnh như:
2,2,"6.txt,11.txt",71,"Sau xuất viện, bệnh nhân từng quay lại khoa Cấp cứu vì đau đầu kéo dài."
2,2,"45.txt,50.txt",70,- Nhập viện khoa Thần kinh vào thời điểm đó để điều trị chứng đau đầu.
2,2,"42.txt,62.txt",70,- khó thở khi gắng sức bao gồm cảm giác khó thở sau khi đi bộ vài khối
2,2,"11.txt,40.txt",70,"Không ghi nhận co giật, cứng đờ, cắn lưỡi hoặc tiểu tiện không tự chủ."
2,2,"6.txt,11.txt",69,"Lý do vào viện: Cơn rối loạn ý thức thoáng qua, nghi ngờ cơn co giật."
2,2,"51.txt,70.txt",68,- bỏ lỡ 3 ngày dùng một số thuốc vì quên đổ thuốc vào hộp (tuần qua)
2,2,"73.txt,74.txt",68,- giảm lượng nước tiểu từ 1800 ml xuống còn 300 ml trong vòng 24 giờ
2,2,"6.txt,11.txt",68,Tình trạng ý thức dao động kéo dài khoảng 20 phút rồi cải thiện dần.
2,2,"51.txt,70.txt",67,- bắt đầu nhận thấy khó thở khi xem TV lúc 11:00 sáng ba ngày trước
2,2,"43.txt,63.txt",67,Bệnh nhân thường hoang tưởng/lo sợ rằng họ sẽ chạm vào da của mình.
2,2,"53.txt,57.txt",67,Rosuvastatin (Crestor): đã hết thuốc khoảng 3 tuần trước nhập viện.
2,2,"21.txt,31.txt",67,Sau đó bệnh nhân đến khoa Cấp cứu để được đánh giá và điều trị tiếp
2,2,"42.txt,62.txt",66,- Phủ nhận khó thở khi nằm đột ngột (paroxysmal nocturnal dyspnea)
2,2,"23.txt,27.txt",66,"- nhìn mờ: tiến triển trong 2 tuần qua, bên trái nặng hơn bên phải"
2,2,"42.txt,62.txt",66,- Đi khám bác sĩ chăm sóc chính (PCP) vào buổi sáng ngày nhập viện
2,2,"12.txt,15.txt",66,Tiền sử phẫu thuật / thủ thuật: Sinh thiết nội mạc tử cung gần đây
2,2,"42.txt,62.txt",65,- ho đặc như bã theo lời bệnh nhân nhưng ông ấy không khạc nhổ gì
2,2,"42.txt,62.txt",65,- tổng phân tích nước tiểu đáng chú ý chỉ có vếtvết protein niệu.
2,2,"21.txt,31.txt",64,"- Thời gian: Thường xuất hiện sau bữa ăn (đau bụng, chướng bụng)"
2,2,"25.txt,78.txt",63,- Tại thời điểm khám bệnh bệnh nhân có các triệu chứng tương tự
2,2,"35.txt,89.txt",63,Các sự kiện trước khi nhập viện: xét nghiệm gắng sức bất thường
2,2,"35.txt,89.txt",63,Thời điểm khởi phát triệu chứng: Hôm qua (không rõ ngày cụ thể)
2,2,"69.txt,71.txt",63,Đã phẫu thuật cắt cụt chân trái trên gối và chân phải dưới gối.
2,2,"42.txt,62.txt",62,"- đi tiểu nhiều lần vào ban đêm, không có đau buốt khi đi tiểu"
2,2,"21.txt,31.txt",62,Chụp cộng hưởng từ mật tụy ghi nhận sỏi đoạn cuối ống mật chủ.
2,2,"55.txt,97.txt",61,- Suy thận mạn giai đoạn V do đái tháo đường và tăng huyết áp
2,2,"39.txt,47.txt",61,Lý do nhập viện: tụt huyết áp không rõ nguyên nhân và mệt mỏi
2,2,"57.txt,58.txt",61,Suy tim không do thiếu máu cơ tim (theo chẩn đoán trước đây).
2,2,"23.txt,27.txt",60,"- Đến hôm nay, bệnh nhân bị tăng tần suất đau đầu gián đoạn."
2,2,"21.txt,79.txt",60,"Có nhiều loại amyloidosis khác nhau, bao gồm những loại sau:"
2,2,"53.txt,57.txt",59,"- Báo cáo đang dùng 1 viên Torsemide/ ngày , đôi khi 2 viên"
2,2,"74.txt,79.txt",59,- Mức độ nghiêm trọng: đau bụng/khó chịu vùng bụng tăng dần
2,2,"42.txt,62.txt",59,Thời điểm khởi phát triệu chứng: 1 tuần trước khi nhập viện
2,2,"57.txt,58.txt",59,"Đái tháo đường, có biến chứng bệnh lý thần kinh ngoại biên."
2,2,"39.txt,61.txt",58,- Bệnh nhân đã có đau bụng gián đoạn kể từ khi phẫu thuật.
2,2,"35.txt,89.txt",58,"- Các triệu chứng liên quan: chóng mặt, khó thở, đổ mồ hôi"
2,2,"53.txt,57.txt",58,- Đi khám bác sĩ chăm sóc chính (PCP) để tái khám hàng năm
2,2,"21.txt,31.txt",58,Xét nghiệm:Xét nghiệm chức năng gan ghi nhận tăng men gan.
2,2,"85.txt,96.txt",57,"- Bổ sung nhiều thực phẩm có chưa vitamin C (cam, bưởi,…)"
2,2,"51.txt,70.txt",57,- EMS cho bệnh nhân thở oxy qua mask không hồi phục (NRB)
2,2,"57.txt,58.txt",57,"- Hết isosorbide, crestor, carvedilol khoảng 3 tuần trước"
2,2,"69.txt,71.txt",57,Khám thấy bị tổn thương tổn thương chi dưới nghiêm trọng.
2,2,"51.txt,70.txt",56,- Tần suất: xảy ra vài lần mỗi ngày (căng cứng vai trái)
2,2,"25.txt,78.txt",56,- hiện tại chưa phát hiện các triệu chứng toàn thân khác
2,2,"55.txt,97.txt",55,- u ác của tuyến tiền liệt điều trị bằng xạ trị cấy hạt
2,2,"12.txt,15.txt",55,- Được chuyển đến Khoa Cấp cứu để khám và điều trị tiếp
2,2,"53.txt,57.txt",55,Carvedilol: đã hết thuốc khoảng 3 tuần trước nhập viện.
2,2,"53.txt,57.txt",55,Isosorbide: đã hết thuốc khoảng 3 tuần trước nhập viện.
2,2,"72.txt,98.txt",55,Lý do nhập viện:i ý định tự tử và ý nghĩ tự bắn vào đầu
2,2,"49.txt,89.txt",54,2. Liệu phát miễn dịch tiếp xúc (contac immunotherapy)
2,2,"45.txt,50.txt",54,Bệnh lý mãn tính: não úng thuỷ khác từ thời kỳ sơ sinh
2,2,"12.txt,15.txt",53,- Bệnh phổi kẽ do sử dụng corticoid liều cao kéo dài.
2,2,"7.txt,12.txt",53,- Tình trạng tổn thương dạng bóng nước ngày càng nặng
2,2,"12.txt,15.txt",53,- Tăng liều bactrim (do bác sĩ chăm sóc chính kê đơn)
2,2,"23.txt,27.txt",53,- Được bác sĩ nhãn khoa [Name] khám ngoại trú hôm nay
2,2,"7.txt,12.txt",52,- có dịch giống mủ có màu vàng chảy ra từ tổn thương
2,2,"7.txt,9.txt",52,"Aquima: nhôm hydroxid, magie hydroxid và **********."
2,2,"49.txt,65.txt",52,Mình xin tư vấn một số phương pháp điều trị dưới đây
2,2,"15.txt,37.txt",51,- Thời gian: Tình trạng ngày càng nặng trong 5 ngày
2,2,"72.txt,98.txt",51,- hoang tưởng như đang chiếm khí oxy của người khác
2,2,"12.txt,15.txt",51,- Được giới thiệu đến Khoa Cấp cứu để đánh giá thêm
2,2,"72.txt,98.txt",50,"- Lạm dụng chất kích thích, chất gây nghiện opioid"
2,2,"23.txt,27.txt",50,"- nhìn mờ ở cả hai mắt, bên trái nặng hơn bên phải"
2,2,"31.txt,82.txt",50,Cộng hưởng từ mật tụy : sỏi đoạn cuối ống mật chủ.
2,2,"12.txt,15.txt",49,- Suy giảm miễn dịch do sử dụng corticoid kéo dài
2,2,"57.txt,58.txt",49,- Được dùng insulin và dextrose cho tăng kali máu
2,2,"28.txt,52.txt",49,"Chào bạn,mình xin trả lời câu hỏi của bạn như sau"
2,2,"7.txt,9.txt",49,Simenic: Alverin citrate 40mg và Simethicon 100mg
2,2,"39.txt,47.txt",49,Thời điểm khởi phát triệu chứng: vài ngày mệt mỏi
2,2,"53.txt,57.txt",49,"Torsemide: uống 1 viên/ngày, đôi khi 2 viên/ngày."
2,2,"53.txt,57.txt",48,- Bác sĩ đề nghị ngừng sử dụng torsemide lâu dài
2,2,"52.txt,98.txt",48,- Mẹ Đã tử vong trong lần nhập viện gần đây nhất
2,2,"17.txt,67.txt",48,- Ngưng thở khi ngủ do tắc nghẽn đang dùng BiPAP
2,2,"51.txt,70.txt",48,- Thời gian: kéo dài 5 phút (căng cứng vai trái)
2,2,"83.txt,87.txt",48,- nhiều lần cố gắng giảm cân và tăng cân trở lại
2,2,"73.txt,84.txt",48,Thuốc trước khi nhập viện: thuốc giảm đau opioid
2,2,"42.txt,62.txt",47,- Bác sĩ PCP đã gửi bệnh nhân đến phòng cấp cứu
2,2,"12.txt,15.txt",47,- doxycycline (do bác sĩ chăm sóc chính kê đơn)
2,2,"43.txt,63.txt",47,- ảo giác xảy ra khoảng mỗi đêm lúc 2 giờ sáng.
2,2,"35.txt,89.txt",47,Lý do nhập viện: xét nghiệm gắng sức bất thường
2,2,"21.txt,31.txt",47,Xét nghiệm chức năng gan cho thấy men gan tăng.
2,2,"35.txt,89.txt",46,- Các yếu tố làm nặng thêm: Hoạt động gắng sức
2,2,"39.txt,47.txt",46,"- bệnh phổi tắc nghẽn mạn tính, không xác định"
2,2,"51.txt,70.txt",46,- đái tháo đường được kiểm soát bằng chế độ ăn
2,2,"43.txt,63.txt",46,Thấy những người này đang nói chuyện với mình.
2,2,"72.txt,98.txt",45,- Hiện đang được chăm sóc tâm thần bởi bác sĩ
2,2,"72.txt,98.txt",45,Thuốc đã điều trị trước khi nhập viện lần này
